location,hour_of_day,day_of_week,crime_type,incident_count_last_24h,severity_score,is_hotspot
coldstream homestead montebello,0,1,other,0,0.0,0
unknown,15,0,other,3,0.0,0
barclay,21,0,other,0,0.0,0
belair-edison,18,3,other,0,0.0,0
unknown,23,0,other,12,0.0,0
pen lucy,22,4,other,0,0.4,0
unknown,13,5,other,8,0.0,0
unknown,12,2,other,5,0.5,0
unknown,3,1,other,12,0.4,0
unknown,1,4,other,6,0.0,0
unknown,15,4,assault,8,0.4,1
unknown,12,3,other,11,0.4,0
unknown,1,2,other,7,0.0,0
unknown,19,4,other,10,0.0,0
unknown,6,6,other,5,0.4,0
unknown,0,5,other,7,0.0,0
unknown,4,1,other,3,0.0,0
sandtown-winchester,21,1,other,0,0.0,0
oliver,3,6,other,1,0.4,0
highlandtown,8,6,other,0,0.4,0
unknown,5,5,other,7,0.0,0
unknown,13,2,other,13,0.5,0
o'donnell heights,22,5,other,0,0.0,0
unknown,0,2,other,12,0.0,0
ednor gardens-lakeside,18,2,other,0,0.0,0
unknown,13,2,other,2,0.0,0
westport,1,1,other,0,0.0,0
dorchester,15,0,assault,0,0.4,1
franklin square,4,2,other,0,0.0,0
unknown,23,0,other,4,0.0,0
gay street,1,4,other,1,0.0,0
unknown,4,1,other,7,0.0,0
unknown,16,1,other,10,0.4,0
clifton park,22,2,other,0,0.0,0
rosemont homeowners/tenants,7,0,other,0,0.4,0
pen lucy,22,4,other,0,0.0,0
east baltimore midway,13,1,other,1,0.0,0
oliver,17,2,other,1,0.0,0
unknown,16,0,other,6,0.0,0
oakenshawe,7,1,other,0,0.4,0
belair-edison,19,5,assault,0,0.4,1
greenmount west,21,5,other,0,0.5,0
unknown,15,4,other,15,0.0,0
unknown,13,5,other,3,0.4,0
unknown,22,3,other,17,0.0,0
loch raven,8,1,other,0,0.0,0
brooklyn,1,2,other,1,0.0,0
unknown,22,1,other,5,0.0,0
unknown,15,6,other,3,0.0,0
unknown,14,5,other,6,0.0,0
unknown,15,1,other,6,0.0,0
mondawmin,21,4,other,0,0.0,0
unknown,22,1,other,4,0.5,0
medfield,11,2,other,0,0.0,0
unknown,20,2,other,15,0.0,0
sandtown-winchester,5,3,other,1,0.0,0
parkside,17,3,other,0,0.0,0
unknown,17,0,other,7,0.0,0
unknown,16,6,other,7,0.0,0
unknown,23,2,other,12,0.0,0
unknown,3,1,other,3,0.4,0
unknown,0,5,other,2,0.0,0
sandtown-winchester,18,2,other,0,0.0,0
baltimore highlands,23,2,other,2,0.0,0
unknown,14,3,assault,6,0.4,1
unknown,3,5,other,7,0.0,0
unknown,21,1,other,12,0.0,0
rognel heights,1,5,other,0,0.0,0
coldstream homestead montebello,21,4,other,0,0.0,0
penn north,20,1,other,1,0.0,0
unknown,15,4,other,8,0.0,0
unknown,16,4,other,3,0.0,0
unknown,14,5,other,5,0.4,0
unknown,6,3,other,14,0.4,0
unknown,6,6,other,5,0.0,0
unknown,0,2,other,12,0.0,0
brooklyn,15,2,other,0,0.0,0
unknown,8,1,other,4,0.0,0
baltimore highlands,17,1,other,0,0.0,0
belair-edison,21,2,other,2,0.0,0
poppleton,0,3,other,0,0.0,0
unknown,15,2,other,8,0.0,0
unknown,1,5,other,11,0.0,0
mount holly,2,5,other,0,0.0,0
east arlington,23,1,other,0,0.0,0
broadway east,15,6,other,0,0.0,0
harlem park,21,2,other,0,0.0,0
sandtown-winchester,18,3,other,3,0.0,0
unknown,7,2,other,5,0.0,0
sandtown-winchester,1,5,other,0,0.0,0
unknown,7,0,other,8,0.0,0
unknown,0,2,other,12,0.4,0
walbrook,17,1,other,0,0.0,0
saint josephs,6,0,other,0,0.0,0
broening manor,5,1,other,0,0.0,0
dunbar-broadway,5,4,assault,0,0.4,1
unknown,15,3,other,7,0.0,0
central park heights,0,3,other,0,0.0,0
arlington,12,6,other,0,0.0,0
unknown,22,3,other,8,0.0,0
unknown,8,4,other,7,0.0,0
unknown,23,4,other,5,0.4,0
lauraville,23,2,other,0,0.0,0
gay street,20,5,other,0,0.0,0
shipley hill,21,2,other,0,0.0,0
unknown,0,4,other,11,0.0,0
penn north,1,6,other,0,0.0,0
unknown,18,4,other,14,0.4,0
upton,15,3,other,1,0.0,0
jonestown,17,3,other,0,0.0,0
baltimore highlands,0,1,other,0,0.0,0
carrollton ridge,23,2,other,1,0.4,0
unknown,4,3,other,10,0.4,0
central park heights,14,4,other,0,0.0,0
unknown,4,4,other,12,0.0,0
unknown,14,1,other,7,0.4,0
unknown,2,4,other,8,0.0,0
south clifton park,14,3,other,0,0.0,0
unknown,16,3,other,15,0.0,0
edgewood,16,6,other,0,0.0,0
unknown,14,0,other,6,0.0,0
unknown,13,0,other,3,0.0,0
unknown,4,2,other,7,0.0,0
unknown,18,5,other,6,0.0,0
unknown,23,3,other,10,0.4,0
unknown,14,5,other,5,0.4,0
downtown,0,2,assault,1,0.4,1
unknown,13,3,other,10,0.0,0
unknown,11,3,other,9,0.0,0
care,0,3,other,0,0.0,0
unknown,12,5,other,8,0.4,0
arlington,22,0,other,0,0.0,0
unknown,8,4,other,2,0.4,0
pimlico good neighbors,18,0,other,0,0.0,0
new northwood,22,1,other,0,0.0,0
oliver,0,0,other,0,0.0,0
unknown,15,6,other,3,0.4,0
unknown,13,2,other,5,0.5,0
lower edmondson village,19,4,other,0,0.0,0
broadway east,10,2,other,0,0.0,0
garwyn oaks,14,4,other,0,0.0,0
easterwood,20,0,other,0,0.0,0
carrollton ridge,15,4,other,4,0.0,0
waltherson,6,5,other,0,0.0,0
lakeland,21,0,assault,0,0.4,1
fells point,15,1,other,0,0.0,0
winchester,21,0,other,1,0.0,0
little italy,7,0,other,0,0.5,0
unknown,21,2,other,3,0.0,0
baltimore highlands,0,2,other,0,0.0,0
carrollton ridge,0,5,other,0,0.0,0
unknown,13,5,other,5,0.0,0
unknown,16,2,other,8,0.0,0
coldstream homestead montebello,13,0,other,1,0.0,0
walbrook,20,2,other,0,0.0,0
unknown,15,0,other,3,0.0,0
unknown,1,1,other,8,0.0,0
unknown,6,3,other,8,0.0,0
upton,14,2,other,0,0.0,0
west hills,14,2,other,0,0.0,0
unknown,14,1,other,9,0.4,0
unknown,12,2,other,9,0.0,0
unknown,13,1,other,8,0.0,0
madison-eastend,15,1,other,0,0.0,0
unknown,17,0,other,3,0.0,0
unknown,3,1,other,14,0.4,0
unknown,21,6,other,1,0.4,0
unknown,23,2,other,0,0.0,0
cherry hill,1,3,other,0,0.5,0
penn north,20,2,other,0,0.0,0
berea,22,1,other,1,0.0,0
waltherson,4,0,other,0,0.0,0
orchard ridge,1,3,other,0,0.0,0
unknown,18,2,other,10,0.0,0
upton,23,1,other,0,0.0,0
harlem park,7,6,other,0,0.4,0
grove park,3,1,other,0,0.0,0
unknown,21,4,other,8,0.0,0
unknown,15,5,other,11,0.0,0
unknown,23,0,other,7,0.0,0
carroll - camden industrial area,18,0,other,0,0.0,0
hillen,0,2,assault,0,0.4,1
park circle,3,1,other,0,0.0,0
inner harbor,18,1,other,0,0.0,0
unknown,1,5,other,7,0.0,0
unknown,21,1,other,4,0.0,0
beverly hills,6,1,other,0,0.0,0
new southwest/mount clare,21,1,other,0,0.0,0
berea,17,2,other,0,0.0,0
washington village/pigtown,17,1,assault,0,0.4,1
hamilton hills,23,3,other,0,0.0,0
penn north,14,6,other,0,0.4,0
unknown,18,3,other,10,0.4,0
unknown,15,0,assault,2,0.4,1
unknown,18,2,other,14,0.0,0
central park heights,14,2,other,0,0.0,0
woodmere,8,2,other,0,0.0,0
franklin square,16,4,other,0,0.0,0
cedmont,21,6,assault,0,0.4,1
carrollton ridge,13,6,assault,0,0.4,1
unknown,21,4,other,8,0.4,0
rognel heights,23,1,other,0,0.0,0
unknown,12,1,other,8,0.4,0
unknown,14,3,other,16,0.0,0
unknown,15,5,other,7,0.4,0
unknown,20,3,other,12,0.0,0
unknown,19,5,other,5,0.0,0
mount holly,15,6,other,2,0.0,0
unknown,22,3,other,1,0.4,0
bayview,1,5,other,0,0.4,0
allendale,22,1,other,0,0.0,0
franklintown road,23,0,other,0,0.0,0
unknown,11,2,other,12,0.0,0
unknown,1,4,other,7,0.0,0
waltherson,18,5,other,0,0.0,0
loch raven,7,6,other,0,0.0,0
westfield,18,2,other,0,0.0,0
baltimore highlands,3,4,other,1,0.0,0
new southwest/mount clare,4,3,assault,2,0.4,1
unknown,19,3,other,3,0.0,0
unknown,21,1,other,8,0.0,0
charles village,14,6,other,0,0.0,0
lucille park,20,2,other,0,0.0,0
downtown,0,5,other,0,0.0,0
unknown,4,5,other,10,0.0,0
unknown,18,6,other,5,0.0,0
charles village,23,5,other,0,0.4,0
charles north,9,6,other,0,0.0,0
millhill,12,0,other,0,0.4,0
herring run park,6,5,other,0,0.0,0
washington village/pigtown,17,3,other,0,0.0,0
unknown,19,1,other,6,0.0,0
bolton hill,18,4,other,0,0.0,0
unknown,14,0,other,0,0.0,0
hopkins bayview,20,5,other,0,0.0,0
hanlon-longwood,20,3,other,1,0.0,0
unknown,16,4,other,9,0.4,0
remington,2,1,other,0,0.0,0
morgan state university,17,2,other,0,0.0,0
unknown,8,5,other,3,0.0,0
unknown,10,4,other,4,0.0,0
sandtown-winchester,20,1,other,0,0.0,0
pulaski industrial area,20,3,other,0,0.0,0
curtis bay,14,0,other,0,0.0,0
sandtown-winchester,1,5,assault,0,0.4,1
baltimore highlands,5,6,other,0,0.0,0
coldstream homestead montebello,22,6,other,1,0.5,0
sandtown-winchester,23,0,other,2,0.0,0
canton,0,2,other,0,0.0,0
fairfield area,16,0,assault,0,0.4,1
parkview/woodbrook,12,5,other,0,0.0,0
fairfield area,22,2,other,1,0.0,0
unknown,14,4,other,0,0.5,0
sandtown-winchester,16,6,other,0,0.0,0
unknown,14,4,other,10,0.4,0
new southwest/mount clare,20,3,other,0,0.0,0
baltimore highlands,2,4,assault,0,0.4,1
unknown,22,4,other,2,0.0,0
unknown,13,0,other,5,0.0,0
harlem park,21,3,other,2,0.0,0
penn north,18,0,other,0,0.0,0
glenham-belhar,0,1,assault,0,0.4,1
unknown,17,0,other,8,0.0,0
unknown,14,2,other,11,0.0,0
unknown,18,3,other,15,0.0,0
easterwood,8,2,other,0,0.0,0
milton-montford,8,1,other,0,0.0,0
shipley hill,0,1,other,0,0.0,0
unknown,20,3,other,7,0.0,0
unknown,16,1,other,5,0.0,0
university of maryland,15,1,assault,0,0.0,1
canton,0,2,other,0,0.0,0
seton hill,18,0,other,1,0.0,0
canton,4,1,assault,0,0.4,1
unknown,7,1,other,7,0.0,0
unknown,9,1,other,9,0.0,0
brooklyn,5,6,assault,1,0.4,1
brooklyn,18,3,other,1,0.0,0
baltimore highlands,2,1,other,0,0.0,0
unknown,16,2,other,11,0.4,0
unknown,7,3,other,18,0.0,0
unknown,12,5,other,6,0.0,0
unknown,0,1,other,4,0.0,0
frankford,12,2,other,0,0.0,0
unknown,1,0,other,1,0.0,0
unknown,5,3,other,5,0.4,0
hoes heights,18,3,other,0,0.0,0
seton hill,6,5,other,0,0.0,0
northwest community action,23,4,other,0,0.0,0
dorchester,23,2,other,0,0.0,0
unknown,11,0,other,4,0.0,0
belair-edison,10,0,other,1,0.0,0
hollins market,21,5,other,0,0.0,0
charles village,4,3,other,0,0.0,0
sandtown-winchester,23,1,other,1,0.0,0
unknown,6,5,other,5,0.4,0
ednor gardens-lakeside,14,0,other,0,0.0,0
northwest community action,1,4,other,0,0.0,0
south baltimore,19,0,other,0,0.4,0
gay street,4,5,other,0,0.0,0
unknown,7,5,assault,6,0.4,1
downtown,18,4,other,0,0.0,0
unknown,18,3,other,10,0.4,0
belair-edison,21,4,other,0,0.0,0
unknown,18,5,other,5,0.4,0
upton,23,1,other,0,0.0,0
inner harbor,11,2,other,1,0.4,0
unknown,13,3,other,14,0.0,0
mount holly,15,2,assault,0,0.4,1
unknown,2,0,other,5,0.0,0
brewers hill,14,5,other,0,0.4,0
ellwood park/monument,20,5,other,0,0.0,0
unknown,9,6,other,11,0.0,0
evergreen lawn,6,1,other,0,0.0,0
unknown,15,2,other,16,0.0,0
unknown,15,1,other,7,0.4,0
harlem park,18,1,other,0,0.0,0
curtis bay,15,3,other,0,0.0,0
unknown,22,5,other,3,0.0,0
forest park,0,0,other,0,0.0,0
rognel heights,17,1,other,0,0.0,0
berea,16,3,other,0,0.0,0
unknown,7,4,other,10,0.0,0
penn north,1,6,other,0,0.0,0
druid heights,16,5,other,0,0.0,0
unknown,15,2,other,4,0.0,0
easterwood,17,3,other,0,0.0,0
penrose/fayette street outreach,2,5,other,0,0.0,0
unknown,8,3,other,9,0.4,0
unknown,13,5,other,6,0.5,0
unknown,21,1,other,5,0.4,0
unknown,14,1,other,10,0.0,0
unknown,6,3,other,10,0.0,0
unknown,12,5,other,8,0.4,0
unknown,23,3,other,6,0.0,0
unknown,18,3,other,9,0.0,0
harwood,2,5,other,0,0.0,0
unknown,21,0,other,11,0.0,0
unknown,3,4,assault,1,0.4,1
unknown,22,0,other,5,0.0,0
unknown,20,2,other,6,0.0,0
unknown,1,2,other,3,0.0,0
unknown,23,4,other,8,0.0,0
washington village/pigtown,0,0,other,1,0.4,0
new southwest/mount clare,14,3,other,0,0.0,0
unknown,14,6,other,3,0.0,0
howard park,0,6,other,0,0.0,0
care,15,2,other,0,0.0,0
unknown,12,5,other,12,0.0,0
glen,3,2,other,0,0.0,0
hamilton hills,20,5,other,0,0.0,0
belair-edison,8,5,other,1,0.0,0
woodmere,14,1,other,0,0.0,0
unknown,6,4,other,6,0.0,0
north harford road,22,0,other,0,0.0,0
coldstream homestead montebello,7,1,assault,1,0.4,1
reisterstown station,7,5,other,0,0.0,0
unknown,1,3,other,7,0.0,0
walbrook,23,3,other,0,0.0,0
barclay,7,4,other,0,0.0,0
unknown,21,4,other,13,0.0,0
garwyn oaks,5,0,other,0,0.0,0
unknown,2,2,other,8,0.0,0
unknown,11,2,other,8,0.0,0
unknown,0,6,other,2,0.0,0
unknown,12,0,other,11,0.0,0
unknown,20,0,other,3,0.0,0
unknown,8,4,other,12,0.0,0
unknown,3,5,other,7,0.0,0
brooklyn,5,2,assault,0,0.4,1
unknown,12,5,other,6,0.0,0
unknown,16,2,other,10,0.4,0
unknown,14,0,other,1,0.0,0
south clifton park,17,1,other,0,0.0,0
new southwest/mount clare,22,6,other,0,0.5,0
unknown,17,0,other,13,0.4,0
unknown,22,6,other,3,0.0,0
upton,22,4,assault,1,0.4,1
unknown,10,2,other,9,0.0,0
unknown,15,0,other,6,0.0,0
sandtown-winchester,17,2,other,0,0.0,0
unknown,22,3,other,8,0.0,0
hawkins point,18,4,other,0,0.0,0
penrose/fayette street outreach,21,3,other,0,0.0,0
unknown,7,4,other,8,0.0,0
unknown,20,1,other,12,0.0,0
unknown,16,4,other,13,0.0,0
curtis bay,23,0,other,0,0.0,0
ellwood park/monument,19,0,other,0,0.0,0
callaway-garrison,17,4,other,0,0.4,0
unknown,14,0,other,2,0.0,0
unknown,12,4,other,7,0.4,0
unknown,20,1,other,6,0.0,0
greenspring,14,2,other,0,0.0,0
carroll - camden industrial area,7,1,assault,0,0.4,1
franklin square,23,0,other,0,0.0,0
east baltimore midway,6,1,other,0,0.4,0
unknown,15,0,other,4,0.0,0
east baltimore midway,14,3,other,0,0.0,0
poppleton,9,1,other,1,0.4,0
guilford,1,6,other,0,0.0,0
washington village/pigtown,0,5,assault,0,0.4,1
unknown,18,4,other,5,0.0,0
unknown,20,0,other,1,0.0,0
unknown,16,4,other,6,0.0,0
unknown,1,6,other,4,0.0,0
sandtown-winchester,0,3,other,1,0.0,0
dunbar-broadway,23,1,other,0,0.0,0
unknown,1,4,other,7,0.0,0
glenham-belhar,1,0,other,0,0.4,0
shipley hill,0,5,other,1,0.0,0
unknown,8,0,other,4,0.0,0
central park heights,21,0,other,0,0.0,0
mount holly,14,2,other,0,0.0,0
unknown,13,4,other,11,0.4,0
sandtown-winchester,23,5,other,1,0.0,0
unknown,0,6,other,2,0.0,0
fairfield area,21,1,other,0,0.0,0
washington village/pigtown,17,0,other,0,0.0,0
mount vernon,23,2,other,1,0.0,0
coldstream homestead montebello,20,4,other,0,0.0,0
brooklyn,19,1,other,0,0.0,0
sandtown-winchester,22,2,other,2,0.0,0
allendale,0,3,other,0,0.0,0
unknown,14,5,other,7,0.0,0
care,22,3,other,0,0.0,0
glenham-belhar,7,4,other,0,0.0,0
dunbar-broadway,23,1,other,0,0.0,0
unknown,20,2,other,2,0.0,0
unknown,20,0,other,10,0.4,0
unknown,1,1,other,4,0.4,0
belair-edison,3,6,other,0,0.0,0
unknown,2,4,other,7,0.0,0
unknown,6,1,other,7,0.4,0
mount vernon,15,3,other,6,0.0,0
unknown,1,0,other,3,0.0,0
unknown,11,2,other,13,0.0,0
central park heights,2,6,other,1,0.0,0
seton business park,18,4,other,0,0.0,0
mid-town belvedere,18,5,other,0,0.5,0
park circle,3,2,other,0,0.0,0
barclay,20,3,other,0,0.0,0
poppleton,23,4,other,0,0.0,0
unknown,14,1,other,10,0.0,0
central park heights,7,3,other,1,0.0,0
unknown,13,2,other,8,0.0,0
unknown,19,1,other,8,0.0,0
carrollton ridge,7,5,other,0,0.0,0
franklintown road,14,2,other,0,0.0,0
mondawmin,21,5,other,0,0.0,0
unknown,6,1,other,8,0.0,0
brooklyn,13,2,other,0,0.0,0
unknown,20,2,other,4,0.0,0
madison-eastend,0,3,other,0,0.0,0
unknown,15,0,other,7,0.0,0
central park heights,19,4,other,0,0.0,0
unknown,20,2,other,4,0.0,0
brooklyn,1,5,other,0,0.0,0
greektown,4,1,assault,0,0.4,1
lakeland,13,6,assault,0,0.4,1
unknown,17,6,other,5,0.0,0
madison-eastend,18,4,other,1,0.0,0
brooklyn,3,6,other,0,0.0,0
shipley hill,21,5,other,0,0.0,0
upton,20,2,other,1,0.0,0
broadway east,13,2,other,0,0.0,0
shipley hill,19,4,other,0,0.0,0
seton hill,13,2,other,0,0.0,0
irvington,9,5,other,0,0.4,0
unknown,2,6,other,12,0.4,0
sharp-leadenhall,15,3,other,0,0.0,0
harlem park,19,5,other,0,0.0,0
harlem park,16,3,other,0,0.0,0
central forest park,21,1,other,0,0.5,0
unknown,16,2,other,0,0.0,0
madison-eastend,0,5,other,0,0.0,0
unknown,20,2,other,17,0.0,0
unknown,17,5,other,9,0.0,0
unknown,12,4,other,9,0.0,0
mondawmin,23,3,other,1,0.0,0
medfield,2,4,assault,0,0.4,1
downtown,18,6,other,0,0.4,0
greektown,23,1,other,0,0.0,0
unknown,14,1,other,3,0.0,0
unknown,5,3,other,18,0.0,0
unknown,13,4,other,8,0.4,0
upton,23,2,other,1,0.0,0
unknown,20,1,other,11,0.0,0
barre circle,21,1,other,0,0.0,0
unknown,2,3,other,4,0.5,0
reservoir hill,5,5,other,0,0.4,0
unknown,15,6,other,6,0.0,0
central park heights,12,2,other,0,0.0,0
unknown,0,6,other,2,0.0,0
poppleton,13,3,other,0,0.0,0
unknown,0,4,assault,12,0.4,1
seton business park,19,2,other,0,0.0,0
frankford,19,6,other,0,0.0,0
inner harbor,1,4,other,0,0.5,0
unknown,13,3,other,11,0.0,0
unknown,14,4,other,8,0.0,0
unknown,1,6,assault,4,0.4,1
unknown,12,0,other,4,0.0,0
penn north,17,0,other,0,0.0,0
unknown,11,2,other,12,0.4,0
unknown,5,1,other,6,0.5,0
mid-town belvedere,0,0,other,0,0.4,0
cherry hill,23,1,other,4,0.0,0
unknown,8,0,other,3,0.0,0
downtown,2,0,assault,0,0.4,1
hillen,2,6,other,1,0.0,0
shipley hill,2,6,assault,0,0.4,1
unknown,3,1,other,3,0.4,0
unknown,21,5,other,5,0.0,0
belair-edison,22,3,other,0,0.0,0
druid heights,2,1,other,0,0.0,0
washington village/pigtown,17,5,other,0,0.4,0
waverly,21,2,other,0,0.0,0
carrollton ridge,22,1,other,0,0.0,0
rosemont homeowners/tenants,5,4,other,0,0.0,0
mount vernon,23,3,other,2,0.0,0
poppleton,18,1,other,0,0.0,0
downtown,15,3,other,1,0.0,0
unknown,7,4,other,17,0.0,0
sandtown-winchester,19,4,other,0,0.0,0
unknown,22,1,other,8,0.0,0
unknown,14,2,other,11,0.4,0
johnston square,23,1,other,2,0.0,0
unknown,0,0,other,8,0.0,0
unknown,9,4,other,9,0.0,0
unknown,23,1,other,2,0.0,0
sandtown-winchester,13,1,other,0,0.0,0
unknown,16,6,assault,2,0.4,1
brooklyn,13,6,other,0,0.0,0
central park heights,21,3,other,1,0.0,0
unknown,7,3,other,7,0.0,0
unknown,23,0,assault,6,0.4,1
unknown,4,5,other,9,0.0,0
west forest park,1,4,other,0,0.0,0
unknown,15,0,other,3,0.0,0
unknown,13,4,other,3,0.0,0
unknown,17,2,other,1,0.0,0
washington village/pigtown,1,5,other,1,0.0,0
unknown,15,3,other,3,0.0,0
fells point,3,2,other,0,0.0,0
unknown,21,5,other,10,0.4,0
park circle,2,2,other,0,0.0,0
reservoir hill,17,1,other,0,0.0,0
hanlon-longwood,23,1,other,0,0.0,0
unknown,14,1,other,10,0.0,0
clifton park,22,2,other,0,0.0,0
unknown,19,0,assault,11,0.4,1
orangeville industrial area,2,2,other,0,0.0,0
poppleton,1,2,other,0,0.0,0
upton,17,5,other,0,0.0,0
downtown,16,0,other,1,0.4,0
belair-edison,22,3,other,0,0.0,0
unknown,16,0,other,3,0.4,0
mount vernon,19,4,other,2,0.0,0
carrollton ridge,4,6,other,0,0.4,0
unknown,15,0,other,2,0.0,0
towanda-grantley,16,1,other,0,0.0,0
mosher,16,2,other,0,0.0,0
unknown,5,4,other,7,0.0,0
unknown,23,0,other,8,0.0,0
penn north,11,2,other,0,0.4,0
mcelderry park,23,2,other,0,0.0,0
unknown,14,4,other,5,0.0,0
druid heights,0,2,other,0,0.0,0
brooklyn,15,2,other,0,0.0,0
edgewood,17,0,other,0,0.0,0
midtown-edmondson,4,2,other,0,0.0,0
unknown,19,1,other,3,0.4,0
remington,9,2,other,0,0.0,0
lakeland,17,1,other,0,0.0,0
unknown,13,5,other,8,0.0,0
callaway-garrison,1,3,other,0,0.0,0
unknown,16,1,other,6,0.0,0
unknown,3,2,other,10,0.0,0
unknown,9,1,other,5,0.0,0
sandtown-winchester,13,2,other,2,0.0,0
greenspring,22,0,other,0,0.0,0
broadway east,22,2,other,0,0.0,0
arlington,17,1,other,1,0.0,0
central park heights,1,5,other,0,0.0,0
coldstream homestead montebello,8,5,other,0,0.0,0
unknown,11,2,other,13,0.4,0
unknown,15,3,other,10,0.4,0
unknown,16,1,other,7,0.0,0
unknown,0,6,other,4,0.0,0
stonewood-pentwood-winston,20,1,other,0,0.0,0
broadway east,22,1,other,0,0.5,0
unknown,3,5,other,12,0.0,0
downtown,15,6,other,0,0.0,0
unknown,10,3,other,12,0.4,0
middle branch/reedbird parks,10,0,other,0,0.0,0
seton hill,16,4,other,0,0.5,0
unknown,0,1,other,12,0.0,0
franklin square,0,1,other,0,0.0,0
unknown,23,0,other,3,0.0,0
unknown,5,1,other,1,0.0,0
unknown,0,2,other,5,0.0,0
midtown-edmondson,0,6,other,0,0.0,0
unknown,16,2,other,9,0.0,0
kresson,14,3,other,0,0.0,0
mcelderry park,4,5,other,0,0.0,0
broadway east,13,4,other,0,0.0,0
broadway east,22,3,other,1,0.0,0
unknown,16,1,other,5,0.0,0
unknown,13,4,other,9,0.4,0
unknown,18,1,other,12,0.0,0
unknown,17,0,other,7,0.4,0
central park heights,10,2,other,0,0.0,0
unknown,14,1,other,5,0.0,0
unknown,14,2,other,11,0.0,0
unknown,21,4,other,2,0.4,0
unknown,8,6,other,2,0.5,0
unknown,17,0,other,3,0.0,0
penn north,0,5,other,1,0.0,0
unknown,17,6,other,7,0.0,0
park circle,23,3,other,0,0.0,0
penrose/fayette street outreach,21,2,other,0,0.0,0
sandtown-winchester,15,4,other,1,0.0,0
orangeville,0,1,other,0,0.0,0
unknown,5,4,other,6,0.4,0
mcelderry park,17,1,other,0,0.0,0
unknown,5,3,other,7,0.0,0
unknown,5,5,other,6,0.0,0
brooklyn,16,2,other,0,0.0,0
unknown,1,1,other,0,0.0,0
easterwood,19,6,other,0,0.0,0
unknown,22,0,other,5,0.0,0
frankford,19,2,other,0,0.0,0
unknown,17,0,other,3,0.4,0
unknown,14,0,other,4,0.0,0
sandtown-winchester,11,1,other,3,0.0,0
unknown,23,0,other,9,0.0,0
unknown,14,3,other,15,0.4,0
cherry hill,4,6,other,0,0.0,0
unknown,19,6,other,5,0.0,0
woodmere,12,3,other,0,0.0,0
unknown,23,2,other,2,0.0,0
carrollton ridge,18,3,other,0,0.0,0
madison park,2,4,other,0,0.5,0
harlem park,8,0,other,1,0.0,0
hanlon-longwood,0,2,assault,0,0.4,1
mondawmin,0,1,other,0,0.0,0
unknown,7,0,other,9,0.0,0
easterwood,7,5,other,0,0.0,0
dorchester,16,2,other,0,0.0,0
coppin heights/ash-co-east,23,2,other,0,0.0,0
unknown,20,3,other,7,0.0,0
perkins homes,21,1,other,0,0.0,0
west forest park,6,6,other,0,0.4,0
lower edmondson village,19,3,other,0,0.0,0
unknown,3,1,other,5,0.4,0
mount vernon,1,2,other,1,0.0,0
unknown,9,2,assault,5,0.0,1
druid heights,3,4,other,1,0.4,0
unknown,11,3,other,12,0.0,0
unknown,19,6,other,6,0.0,0
sandtown-winchester,14,3,other,1,0.0,0
unknown,19,5,other,9,0.4,0
new southwest/mount clare,21,2,other,0,0.5,0
ellwood park/monument,0,1,other,0,0.0,0
dorchester,13,6,other,0,0.0,0
woodmere,14,2,other,0,0.5,0
curtis bay,1,4,other,1,0.0,0
shipley hill,16,3,other,0,0.0,0
unknown,11,3,other,10,0.4,0
unknown,2,3,other,9,0.0,0
new northwood,3,0,other,0,0.0,0
unknown,7,4,other,5,0.0,0
parkside,0,3,other,0,0.0,0
locust point industrial area,0,3,other,0,0.0,0
downtown,5,0,other,0,0.0,0
unknown,5,6,other,4,0.0,0
unknown,14,3,other,18,0.0,0
unknown,22,5,other,2,0.4,0
midtown-edmondson,13,3,other,0,0.0,0
poppleton,20,6,other,0,0.0,0
unknown,10,2,other,6,0.0,0
sharp-leadenhall,19,0,other,1,0.4,0
downtown,6,2,other,1,0.0,0
unknown,0,6,other,5,0.0,0
unknown,19,2,other,11,0.4,0
forest park,21,6,other,0,0.0,0
unknown,21,1,other,4,0.4,0
mount vernon,9,4,other,0,0.0,0
boyd-booth,15,3,other,0,0.0,0
unknown,19,2,other,10,0.0,0
fells point,3,6,other,0,0.0,0
north harford road,22,1,other,0,0.0,0
unknown,18,4,other,6,0.0,0
unknown,20,0,other,4,0.4,0
unknown,0,3,other,11,0.0,0
northwest community action,15,0,other,0,0.0,0
mount holly,0,3,assault,0,0.4,1
unknown,20,3,other,7,0.0,0
unknown,15,0,other,1,0.0,0
unknown,16,1,other,8,0.0,0
washington village/pigtown,16,4,other,0,0.0,0
belair-edison,17,5,other,0,0.0,0
mcelderry park,4,5,assault,1,0.4,1
unknown,6,2,other,3,0.4,0
unknown,3,4,other,10,0.0,0
unknown,17,3,other,7,0.0,0
unknown,5,3,other,8,0.0,0
east baltimore midway,1,3,other,0,0.0,0
unknown,17,3,other,2,0.5,0
downtown,10,5,other,0,0.0,0
mount vernon,18,3,other,3,0.0,0
unknown,23,3,other,15,0.0,0
saint josephs,16,1,other,0,0.0,0
unknown,19,4,other,5,0.4,0
unknown,12,2,other,13,0.0,0
reisterstown station,6,3,other,0,0.0,0
allendale,17,2,assault,0,0.0,1
new southwest/mount clare,8,3,other,0,0.0,0
upton,2,4,other,0,0.4,0
harwood,0,3,other,0,0.0,0
unknown,19,3,other,12,0.0,0
unknown,18,4,other,4,0.4,0
unknown,14,5,other,6,0.4,0
lakeland,20,1,other,1,0.0,0
